text,label,lang
While we were talking he took a look at my bill and saw I was overpaying (no surprise).,negative,en
طلباء کے نتائج میں نمایاں بہتری آئی ہے۔,positive,ur
or pathar khanay ke baad bhi usnay wada kiya bajaye wahan sey janay ke nakay khud hi pathrao karwanay lag jayen apnay mulq ke assets per,negative,roman_ur
کمرے کا کرایہ بہت زیادہ ہے۔,negative,ur
تعلیمی سرگرمیوں میں کمی محسوس ہو رہی ہے۔,negative,ur
Our subsequent illness was the most pleasant and memorable aspect of our experience,negative,en
شہروں میں آبادی کا ارتکاز مسائل پیدا کر رہا ہے۔,negative,ur
ثواني شكلها الامور بحسب كلامي كملو دخلني بسوالف النسوان نصيحة تحرقو كرتكم قدام العالم اذا بينكم اشي حلوه على الدايركت وفكك انت وهي الهبلبايز,positive,ar
انا دوامي سته الصبح لسبعه المسا,negative,ar
شہر میں بجلی کی بندش معمول بن گئی ہے۔,negative,ur
hahahah bht achy,positive,roman_ur
Their prices are way above the market.,negative,en
عاجل أبو عبيدة بدأنا عملية طوفان الأقصى بعد سنوات الإعداد والتجهيز جراسا فلسطين وكالة جراسا الاخبارية,neutral,ar
"I believe my daughter pays $81 a month, but don't quote me on that.",neutral,en
المجالي فعلته المقاومة يوم أكتوبر معجزة عسكريةفاجأت الاحتلال والعالم,negative,ar
شہر میں ٹریفک کا نظام بہت خراب ہے۔,negative,ur
اذا أردت شيء يدوم,neutral,ar
it was empty i was so happy because this was on my list  of things to do while we were there.,positive,en
achha hay asal naam kia hay aap ka aap hayn tau wese meethi si,positive,roman_ur
الله يرحمه ويغفر يارب,positive,ar
ye amjid majeed hn ya amjid islam,neutral,roman_ur
It takes truly exceptional food and a passionate chef to survive in a half-dead commercial block on the outskirts of suburban hell; that's the only endorsement B.C.,positive,en
They're not actually strictly staffed by Chinese people. I love diversity.,positive,en
hahahahahha acha nhi ho ga,positive,roman_ur
آبادی کی زیادہ کثافت ماحولیاتی مسائل پیدا کر رہی ہے۔,negative,ur
یہ کھیل کا میدان بہت اچھا ہے۔,positive,ur
allah pak ap ko mazeed tableeg ki taqat de ameen,positive,roman_ur
actor banne ki opportunity mil rahi hai bhai p tum to apni dubsmash he bhejoge to uspehe jeet jaoge d,positive,roman_ur
"I can't remember a better key lime pie I've tried, and the portion seems like 2 slices served... also can't remember a better ""airport"" restaurant I've tried.",positive,en
الايفادالطبالاردنمصر لابد تجميد قرار الايقاف الاردن ومصر,neutral,ar
bhai ye check kero hmari bhabhi manager kaisa train krwati hai in logon ko,neutral,roman_ur
ياريت تكون متل هادي الفيديوخات مترجمة باللغه الانجليزيه حنى ولو بكتابة شرح مختصر كتير اشي مهم هادا الحكي,positive,ar
أردوغان وقف الإبادة غزة دين رقابنا,neutral,ar
my favooorite one qatil main iss dramain piche pagal hogayi hui hoon,positive,roman_ur
مجھے سردی لگ گئی ہے۔,negative,ur
So watched the van come out of the wash and pull up to the wipe down location.,neutral,en
ary bhaio session aya ke nahi yar plz yar,neutral,roman_ur
مَزَجنَا دِمَاءً بِالدُّمُوعِ السَّوَاجِمِ فَلَم يَبقَ مِنَّا عَرضَةٌ لِلمَرَاجِمِ وَشَرُّ سِلَاحِ المَرءِ دَمعٌ يُفِيضُهُ إِذَا الحَربُ شُبَّت نَارُهَا بِالصَّوَارِمِ اللهمّ إنّا نعوذ العجز,positive,ar
shooter bhai aapka vote bahawalpur me nae p,neutral,roman_ur
"His basic question was, ""do you mind cleaning the glass daily?""",neutral,en
allama iqbal ki waldah ka inteqal november k howa aur unhen imam sahib ke qabrustan mein dafan kiya gaya,neutral,roman_ur
کیا آج ڈاکٹر دستیاب ہیں؟ مجھے فوری طبی امداد کی ضرورت ہے۔,neutral,ur
اللهم انصر المجاهدين فلسطين وغزه على الصهاينة أبناء القرده والخنازيز ومن وآلهم الخونه,positive,ar
I never finish my food...ever!,neutral,en
This feature is about as necessary as a hole in the head,negative,en
It may also be the best sex comedy about environmental pollution ever made .,positive,en
آبادی میں اضافے کی شرح تشویشناک حد تک بڑھ رہی ہے۔,negative,ur
"It 's better suited for the history or biography channel , but there 's no arguing the tone of the movie - it leaves a bad taste in your mouth and questions on your mind .",negative,en
آبادی کے کنٹرول کے لیے سماجی شعور کو فروغ دینا ہوگا۔,negative,ur
"When I finally did find somebody, their office was appointment only and was booked for 3 days.",neutral,en
کیا اگلے سال مردم شماری ہونے والی ہے؟,neutral,ur
"First of all, whatever sauce they had the dumplings sitting in was absolute HEAVEN.",positive,en
is ke halat dykh kar lag raha han ky australia main yai banda bheek mangta raha ho gaa,negative,roman_ur
The spinning salad performance is the perfect way to see an exotic performance that will remind you why its more fun to stay at home.,negative,en
إنتظار الساعة يوم الجمعة,neutral,ar
وصفة للحفاظ على حاجز الحماية الطبيعي للبشرة سرايا,neutral,ar
بچوں کے لیے یہ دوا کتنی محفوظ ہے؟,neutral,ur
y ks ka diet plan,neutral,roman_ur
The have fairness and kindness in their company policy.,positive,en
absolutely right beautiful angel,neutral,roman_ur
کیا یہاں کوئی پارک ہے؟,neutral,ur
يارب القلب لَـ لوعةً لوعة اشتياق لِفرحة وتعب ايام طال انتظارها يارب جمِّل ايامي القادمة بما يتنمناه وينتظره قلبي🤲,positive,ar
ہمیں آبادی کے کنٹرول کے لیے شعور بیدار کرنا ہوگا۔,neutral,ur
lanet hai is hiwan par is par allah ka azab nazil ho,negative,roman_ur
I'm tired of overpaying for the essentials at vons.,negative,en
data drbaar dkhy,neutral,roman_ur
di khan bunno hazara division main shadeed barishay mutawaqe pakmet,negative,roman_ur
بڑھتی ہوئی آبادی کے لیے روزگار کے مواقع پیدا کرنا اہم ہے۔,positive,ur
ye youth k laptop ki screen darmiyaan se hi kion kharab hoti hye,negative,roman_ur
"""I guess she was front facing products.""",neutral,en
يطالبون حزب الله وانصار الله بضرب إسرائيل ودخولهم الحرب وهو عنده مليار مسلم صعسلم سني موحد وعندهم حكام سنه وعدهم ترسانة عسكرية سلاح وعتاد وجنود وعدهم حدود الكيان صهيوني مثل السعوديه الاردن ومصر الله يفضحكم ويخزيكم اكثر واكثر هذا خطيب مسجد الشاطئ غزة يتحدث حسننصرقندرتي واكاذيب الروافض بحق فلسطين وشعب فلسطين انشر حتى تكتمل فضيحتهم وفضيحة يصدق هؤلاء الروافض المجرمين ايرانالمجوسية,negative,ar
اللهم اكتب الشفاء العاجل التام اللهم شافي اشفني ويا معافي عافني,positive,ar
یہ اسکول کافی دور واقع ہے۔,negative,ur
بچوں کی صحت کا خاص خیال رکھنا چاہیے۔,positive,ur
Did the groupon deal for the cellar escape room.,neutral,en
"It 's a beautiful film , full of elaborate and twisted characters - and it 's also pretty funny .",positive,en
university ka naam kya hai kio batye plzzz,neutral,roman_ur
آج کل کے موسم میں صحت کا خیال رکھنا بہت ضروری ہے۔,positive,ur
"Between trying to get that out, moving around crawl space and not to mention it's 96 degrees outside.",negative,en
Think about a place that will satisfy all your cravings in your pocket and stomach.,neutral,en
tahum mein in ki films par arab mumalik mein us waqt pabandi laga di gai thi,negative,roman_ur
سيدنا غزة تباد وعدنه شهداء ديسقطون سوريا ولبنان وفلسطين وجنابك تريد اعتصام سلمي بعدين الاردن صهيونية تسمعك ولا حتى تشوفك ويسمون شبابنا المعتصمين عالحدود ميليشيات تخيل لأنهم صهاينة العلم الاعتصام سلمي وبيه شيوخ عشائر فماكو غير خوض الحرب هذا رأيي الشخصي تحياتي,negative,ar
Or they should just build one in vegas.,neutral,en
I went it to simple have the tell cash a check and then deposit the cash into my account.,neutral,en
تعلیم کے شعبے میں اصلاحات کی اشد ضرورت ہے۔,neutral,ur
"A full experience , a love story and a murder mystery that expands into a meditation on the deep deceptions of innocence .",positive,en
"They just opened, and the manager said they are still trying to work out some kinks.",positive,en
مجھے بخار ہے، کیا میں گھر پر آرام کروں؟,neutral,ur
نورا مشان الله اتواسطيلي اشتغل معكم,neutral,ar
qatil baqaul saeed anwar agar allah taala mje apni taraf na bulate to main shayad dewangi ki had tak ja pohanchta,negative,roman_ur
The staff seemed indifferent. We were disappointed.,negative,en
یہ پارک بہت خوبصورت ہے۔,positive,ur
hahahaha liken rana sahab payari to hai,positive,roman_ur
donwo lanti,negative,roman_ur
الله يحفظها ويخليها لكم,positive,ar
شذى الأغنية,positive,ar
ناديالنصرالعالمي الشباب الاهلي الاتحاد الفتح الخليج النهظه القادسيه الاتفاق الهلال السعوديةالعظمى السعوديةالخضراء الكويت عمان البحرين قطر الامارات مصر الاردن السودان ليبيا تونس المغرب العراق اليمن ايران سوريا لبنان فلسطين موريتانيا تركيا كلمة سيّدي صاحب السمو الملكي الأمير محمدبنسلمان وليالعهد القمة العربية الإسلامية قمةالتضامنمعفلسطين قمةعربيةإسلاميةبالسعودية الإخبارية,neutral,ar
